pt_l,pt_lbar,pt_l_lead,pt_l_trail,pt_ll,eta_l,eta_lbar,eta_l_lead,eta_l_trail,h_pt_l,h_pt_lbar,h_pt_l_lead,h_pt_l_trail,h_pt_ll,h_eta_l,h_eta_lbar,h_eta_l_lead,h_eta_l_trail,
230.234,0.0874731,230.234,0.0874731,230.148,-2.19772,1.02428,-2.19772,1.02428,361.965,424.486,424.486,361.965,83.9482,-1.99292,-0.189734,-0.189734,-1.99292,
9.05959,15.2927,15.2927,9.05959,6.30451,-0.91785,0.913538,0.913538,-0.91785,116.371,176.135,176.135,116.371,74.0621,2.03854,-1.89526,-1.89526,2.03854,
240.407,1.32025,240.407,1.32025,241.441,0.901545,2.66624,0.901545,2.66624,225.8,86.2678,225.8,86.2678,141.04,0.959535,-1.793,0.959535,-1.793,
39.0171,23.5187,39.0171,23.5187,48.1143,-0.996149,-1.89006,-0.996149,-1.89006,396.631,68.6061,396.631,68.6061,368.054,-1.51114,1.32558,-1.51114,1.32558,
0.373531,0.0598491,0.373531,0.0598491,0.433063,-2.25054,-2.17036,-2.25054,-2.17036,26.2059,21.4287,26.2059,21.4287,7.39002,0.122533,1.18975,0.122533,1.18975,
0.150003,5.41276,5.41276,0.150003,5.39944,1.97932,1.15817,1.15817,1.97932,184.205,53.5981,184.205,53.5981,131.685,2.05191,-0.419369,2.05191,-0.419369,
3.28959,3.54467,3.54467,3.28959,2.79568,-0.193186,0.732011,0.732011,-0.193186,161.383,219.738,219.738,161.383,85.0752,-1.01544,1.09256,1.09256,-1.01544,
7.81806,80.9195,80.9195,7.81806,87.5446,-1.70507,-1.19501,-1.19501,-1.70507,63.7686,85.2056,85.2056,63.7686,73.3644,1.48558,-1.1812,-1.1812,1.48558,
19.7279,0.110298,19.7279,0.110298,19.6484,-1.86207,0.998572,-1.86207,0.998572,55.087,309.179,309.179,55.087,256.858,0.119817,-1.58226,-1.58226,0.119817,
0.198206,0.0996569,0.198206,0.0996569,0.297269,-0.25018,-0.387193,-0.25018,-0.387193,131.828,58.0788,131.828,58.0788,79.8891,1.0007,-0.764634,1.0007,-0.764634,
0.0562722,0.119443,0.119443,0.0562722,0.175713,1.86879,1.84866,1.84866,1.86879,227.151,169.76,227.151,169.76,71.8242,0.971903,-2.14416,0.971903,-2.14416,
27.7989,0.594077,27.7989,0.594077,28.3155,1.14129,1.0114,1.14129,1.0114,54.5009,23.4103,54.5009,23.4103,37.8418,0.421903,-0.368236,0.421903,-0.368236,
0.0592449,0.00976249,0.0592449,0.00976249,0.0688752,-0.54899,-0.581759,-0.54899,-0.581759,171.295,80.1635,171.295,80.1635,91.368,-1.43159,-0.846667,-1.43159,-0.846667,
6.13813,0.0642396,6.13813,0.0642396,6.20237,-0.165096,-0.163273,-0.165096,-0.163273,323.192,85.4401,323.192,85.4401,259.119,0.920716,-0.426669,0.920716,-0.426669,
0.625728,2.00254,2.00254,0.625728,2.59171,6.21443,1.2474,1.2474,6.21443,178.783,411.593,411.593,178.783,233.071,1.34229,0.239127,0.239127,1.34229,
0.0534632,0.00939653,0.0534632,0.00939653,0.0628415,-0.559444,-0.675407,-0.559444,-0.675407,430.942,38.0682,430.942,38.0682,447.336,-1.28456,-1.52964,-1.28456,-1.52964,
91.6077,4.57485,91.6077,4.57485,88.9768,1.23866,-0.416906,1.23866,-0.416906,120.484,79.9726,120.484,79.9726,46.3574,-0.290234,1.65509,-0.290234,1.65509,
0.0120613,0.0710114,0.0710114,0.0120613,0.0830668,-0.0291268,0.0360093,0.0360093,-0.0291268,40.5573,81.1854,81.1854,40.5573,110.52,1.34567,-2.21229,-2.21229,1.34567,
6.60961,29.103,29.103,6.60961,35.7127,-1.99279,-1.95886,-1.95886,-1.99279,37.8406,70.6488,70.6488,37.8406,108.474,-2.14465,1.82198,1.82198,-2.14465,
45.1632,2.73583,45.1632,2.73583,43.0901,-0.777454,1.89556,-0.777454,1.89556,34.3645,263.102,263.102,34.3645,233.451,1.51694,-0.931067,-0.931067,1.51694,
0.0943693,0.182419,0.182419,0.0943693,0.276761,1.7155,2.09313,2.09313,1.7155,82.3026,235.198,235.198,82.3026,153.747,1.85274,-0.923045,-0.923045,1.85274,
0.201141,3.02069,3.02069,0.201141,2.83701,2.58433,0.539457,0.539457,2.58433,227.437,57.3307,227.437,57.3307,184.484,-1.301,1.17068,-1.301,1.17068,
3.24268,37.8279,37.8279,3.24268,38.1784,-4.4341,1.7063,1.7063,-4.4341,302.468,61.5884,302.468,61.5884,243.743,2.09297,-0.144562,2.09297,-0.144562,
0.430763,0.106347,0.430763,0.106347,0.536163,-3.02792,2.59314,-3.02792,2.59314,33.8315,125.727,125.727,33.8315,159.463,2.49833,-1.39626,-1.39626,2.49833,
91.7721,199.347,199.347,91.7721,107.658,0.717672,-0.975813,-0.975813,0.717672,109.145,198.833,198.833,109.145,90.1823,0.586034,-0.966669,-0.966669,0.586034,
0.00110844,0.466717,0.466717,0.00110844,0.467814,-1.41889,-1.27149,-1.27149,-1.41889,103.519,61.2488,103.519,61.2488,138.334,2.30971,-0.697786,2.30971,-0.697786,
86.5283,0.587352,86.5283,0.587352,86.3096,-2.30303,0.319309,-2.30303,0.319309,197.411,32.0135,197.411,32.0135,187.095,0.660501,-1.90002,0.660501,-1.90002,
2.37984,0.00111369,2.37984,0.00111369,2.38085,-4.18345,-2.74119,-4.18345,-2.74119,38.0087,325.388,325.388,38.0087,330.173,-0.648234,-0.0122007,-0.0122007,-0.648234,
27.18,64.6382,64.6382,27.18,47.0603,-2.28188,-0.503794,-0.503794,-2.28188,317.717,316.402,317.717,316.402,103.104,-0.605805,-2.0799,-0.605805,-2.0799,
22.1322,60.0598,60.0598,22.1322,40.1302,-0.648656,-0.252841,-0.252841,-0.648656,22.9398,57.825,57.825,22.9398,35.1753,-0.570982,-0.215706,-0.215706,-0.570982,
117.962,0.0239895,117.962,0.0239895,117.949,1.06315,1.50923,1.06315,1.50923,132.112,37.0831,132.112,37.0831,107.87,1.42702,-1.30669,1.42702,-1.30669,
0.148833,0.224285,0.224285,0.148833,0.373116,0.719705,0.728967,0.728967,0.719705,121.693,140.203,140.203,121.693,254.423,1.33319,1.15463,1.15463,1.33319,
0.144967,0.242983,0.242983,0.144967,0.387934,-3.23124,-3.22531,-3.22531,-3.23124,225.816,114.926,225.816,114.926,123.855,0.655009,-1.89841,0.655009,-1.89841,
0.0408863,0.0377735,0.0408863,0.0377735,0.0782839,-4.06611,-4.07153,-4.06611,-4.07153,220.409,87.472,220.409,87.472,147.626,-0.000833835,1.7895,-0.000833835,1.7895,
8.51844,3.49393,8.51844,3.49393,7.29299,-2.06319,1.38791,-2.06319,1.38791,31.4498,80.8394,80.8394,31.4498,103.286,-2.47931,1.07846,1.07846,-2.47931,
204.657,40.4604,204.657,40.4604,234.873,1.14252,1.42356,1.14252,1.42356,24.1084,46.1354,46.1354,24.1084,42.0159,0.0745688,1.29642,1.29642,0.0745688,
24.8388,60.8097,60.8097,24.8388,72.2424,1.12167,-1.3033,-1.3033,1.12167,22.2573,62.9028,62.9028,22.2573,71.1825,1.19635,-1.26346,-1.26346,1.19635,
221.852,22.7646,221.852,22.7646,200.765,-0.545142,0.486883,-0.545142,0.486883,196.465,24.7397,196.465,24.7397,172.058,-0.64492,0.474681,-0.64492,0.474681,
0.341945,0.0846369,0.341945,0.0846369,0.426582,1.09778,1.24444,1.09778,1.24444,138.632,38.2528,138.632,38.2528,116.661,2.27934,-2.22959,2.27934,-2.22959,
5.66041,0.0566393,5.66041,0.0566393,5.68311,-2.37046,-1.98076,-2.37046,-1.98076,370.471,65.8744,370.471,65.8744,321.71,-0.0532782,-1.22129,-0.0532782,-1.22129,
0.0716805,0.0118253,0.0716805,0.0118253,0.0835038,-6.59691,-6.77408,-6.59691,-6.77408,60.8775,458.579,458.579,60.8775,421.107,0.850178,0.961359,0.961359,0.850178,
0.376259,5.5316,5.5316,0.376259,5.47378,1.22632,0.901883,0.901883,1.22632,177.183,692.724,692.724,177.183,526.39,0.803039,0.0345456,0.0345456,0.803039,
0.295897,0.144406,0.295897,0.144406,0.439434,-0.171404,-0.291869,-0.171404,-0.291869,111.541,38.6235,111.541,38.6235,90.8399,-0.846612,1.39249,-0.846612,1.39249,
0.0566783,0.0054116,0.0566783,0.0054116,0.0611253,-3.5223,-2.10881,-3.5223,-2.10881,103.547,123.254,123.254,103.547,94.5917,0.85477,-1.24728,-1.24728,0.85477,
0.149846,1.09578,1.09578,0.149846,0.954983,-2.53881,-0.158725,-0.158725,-2.53881,209.408,32.9609,209.408,32.9609,184.402,0.862617,-1.3343,0.862617,-1.3343,
68.1579,1.54318,68.1579,1.54318,66.6931,0.216215,1.28238,0.216215,1.28238,65.7503,400.108,400.108,65.7503,460.83,-0.642177,0.991751,0.991751,-0.642177,
70.7273,41.1039,70.7273,41.1039,32.296,-0.679653,-1.08838,-0.679653,-1.08838,74.6554,40.3843,74.6554,40.3843,37.5293,-0.701523,-1.08802,-0.701523,-1.08802,
68.5271,0.622618,68.5271,0.622618,68.4434,1.41156,0.836704,1.41156,0.836704,80.5173,116.405,116.405,80.5173,42.8319,-0.731603,2.05372,2.05372,-0.731603,
4.01341,6.50192,6.50192,4.01341,4.21478,1.95101,1.87243,1.87243,1.95101,71.0031,147.781,147.781,71.0031,107.812,2.36765,0.600384,0.600384,2.36765,
7.89791,0.193394,7.89791,0.193394,7.8483,-2.28607,-1.82572,-2.28607,-1.82572,225.613,207.704,225.613,207.704,28.1487,0.413406,-2.20731,0.413406,-2.20731,
0.00787904,0.0366878,0.0366878,0.00787904,0.0444502,6.85548,7.01781,7.01781,6.85548,53.1934,150.055,150.055,53.1934,124.003,-1.71759,1.76757,1.76757,-1.71759,
0.429188,0.645947,0.645947,0.429188,0.580498,-4.49345,1.40821,1.40821,-4.49345,95.8862,86.947,95.8862,86.947,40.7183,1.76255,-1.12292,1.76255,-1.12292,
2.85689,20.1528,20.1528,2.85689,22.8715,1.30207,1.52439,1.52439,1.30207,201.541,216.876,216.876,201.541,84.3289,-1.29984,1.92309,1.92309,-1.29984,
496.41,316.143,496.41,316.143,184.909,-0.0105039,-0.11052,-0.0105039,-0.11052,518.647,451.434,518.647,451.434,86.4209,-0.0258573,-0.1338,-0.0258573,-0.1338,
31.5851,87.5321,87.5321,31.5851,86.1731,1.99092,-0.212421,-0.212421,1.99092,28.7956,88.4263,88.4263,28.7956,89.2249,2.15137,-0.20826,-0.20826,2.15137,
220.557,1.10054,220.557,1.10054,219.469,0.253174,-1.81831,0.253174,-1.81831,238.466,286.129,286.129,238.466,87.4424,0.260363,-1.35637,-1.35637,0.260363,
0.428667,1.15768,1.15768,0.428667,0.759038,1.88591,-1.17118,-1.17118,1.88591,103.736,30.1116,103.736,30.1116,106.458,1.4574,-1.89622,1.4574,-1.89622,
3.06342,0.30195,3.06342,0.30195,2.78325,-2.25019,-3.24935,-2.25019,-3.24935,261.175,107.809,261.175,107.809,221.042,-0.455807,0.686021,-0.455807,0.686021,
0.0344476,0.021757,0.0344476,0.021757,0.0561797,-3.01138,-3.02953,-3.01138,-3.02953,383.312,94.1591,383.312,94.1591,290.028,-0.35496,0.152879,-0.35496,0.152879,
0.456591,0.329302,0.456591,0.329302,0.785892,0.247668,0.236989,0.247668,0.236989,31.9484,44.9428,44.9428,31.9484,35.9597,1.51221,-2.34106,-2.34106,1.51221,
80.9926,0.492815,80.9926,0.492815,80.7303,-1.7371,-1.28999,-1.7371,-1.28999,81.1912,184.392,184.392,81.1912,265.45,-1.74157,1.84157,1.84157,-1.74157,
0.0761933,53.1196,53.1196,0.0761933,53.1475,5.23926,0.0758804,0.0758804,5.23926,121.192,175.957,175.957,121.192,238.649,-2.43108,-0.052931,-0.052931,-2.43108,
0.0841405,0.229365,0.229365,0.0841405,0.199644,3.16439,2.05607,2.05607,3.16439,133.102,108.069,133.102,108.069,32.1672,-1.29173,0.765996,-1.29173,0.765996,
5.75069,0.044807,5.75069,0.044807,5.77487,1.01527,4.98981,1.01527,4.98981,58.9469,38.5116,58.9469,38.5116,63.7102,0.856736,-0.778817,0.856736,-0.778817,
14.8893,0.057958,14.8893,0.057958,14.9115,-1.59751,2.88643,-1.59751,2.88643,158.187,66.0291,158.187,66.0291,109.504,1.76712,-2.35488,1.76712,-2.35488,
0.326738,1.45535,1.45535,0.326738,1.62514,0.996815,-0.386343,-0.386343,0.996815,179.105,89.1873,179.105,89.1873,143.47,-1.02716,0.0375539,-1.02716,0.0375539,
0.0542763,0.0883948,0.0883948,0.0542763,0.142625,-2.82969,-2.80816,-2.80816,-2.82969,125.993,113.058,125.993,113.058,95.0652,0.142699,-1.84167,0.142699,-1.84167,
31.0692,386.717,386.717,31.0692,375.844,0.716169,-0.45822,-0.45822,0.716169,62.4755,386.872,386.872,62.4755,351.591,-0.783297,-0.45724,-0.45724,-0.783297,
22.0372,25.5825,25.5825,22.0372,47.6197,2.47884,2.48433,2.48433,2.47884,86.7292,56.63,86.7292,56.63,56.3002,-1.35894,-1.15937,-1.35894,-1.15937,
0.131292,0.175396,0.175396,0.131292,0.306659,1.28948,1.2797,1.2797,1.28948,54.6403,75.0996,75.0996,54.6403,57.3142,-1.07171,0.0832433,0.0832433,-1.07171,
0.443747,0.142049,0.443747,0.142049,0.585794,1.86583,1.86775,1.86583,1.86775,149.514,127.785,149.514,127.785,98.5206,1.76422,-1.72545,1.76422,-1.72545,
0.0170376,0.329114,0.329114,0.0170376,0.346,1.07772,1.04503,1.04503,1.07772,297.526,57.2843,297.526,57.2843,248.831,0.0403546,-0.34967,0.0403546,-0.34967,
0.111887,0.224303,0.224303,0.111887,0.33619,-2.97889,-2.98086,-2.98086,-2.97889,61.6189,466.569,466.569,61.6189,409.256,-0.0139245,0.779755,0.779755,-0.0139245,
0.010237,0.00639523,0.010237,0.00639523,0.00969367,-1.89725,-1.28389,-1.89725,-1.28389,148.87,382.522,382.522,148.87,243.883,1.4903,-1.09422,-1.09422,1.4903,
0.0430097,0.137429,0.137429,0.0430097,0.180438,-1.35491,-1.36589,-1.36589,-1.35491,54.1329,118.243,118.243,54.1329,171.762,-1.49718,2.07323,2.07323,-1.49718,
46.1395,291.651,291.651,46.1395,337.238,0.897554,1.31862,1.31862,0.897554,175.461,306.625,306.625,175.461,132.099,-0.609429,1.26159,1.26159,-0.609429,
0.0866806,0.0203491,0.0866806,0.0203491,0.106078,0.203241,0.111407,0.203241,0.111407,30.1087,27.1924,30.1087,27.1924,40.5259,-1.16691,1.95616,-1.16691,1.95616,
18.7042,0.275979,18.7042,0.275979,18.4464,0.410613,0.451251,0.410613,0.451251,215.471,310.737,310.737,215.471,118.856,1.06185,-0.811221,-0.811221,1.06185,
63.9043,157.628,157.628,63.9043,179.643,-1.99772,-0.137779,-0.137779,-1.99772,25.4933,145.352,145.352,25.4933,163.493,1.54646,-0.143054,-0.143054,1.54646,
4.71752,4.25007,4.71752,4.25007,8.95715,-0.964158,-1.05592,-0.964158,-1.05592,27.3207,105.816,105.816,27.3207,78.9291,2.19985,-1.15597,-1.15597,2.19985,
0.363131,2.80651,2.80651,0.363131,3.16963,-1.25177,-1.2451,-1.2451,-1.25177,95.3675,192.81,192.81,95.3675,97.5692,-0.632118,1.85395,1.85395,-0.632118,
66.2472,58.5109,66.2472,58.5109,105.146,1.20228,0.921804,1.20228,0.921804,214.263,45.9592,214.263,45.9592,202.816,-1.31885,1.0785,-1.31885,1.0785,
0.0363378,0.0028276,0.0363378,0.0028276,0.0389599,-4.97212,-5.15563,-4.97212,-5.15563,71.1482,146.591,146.591,71.1482,79.4222,0.21872,0.0675672,0.0675672,0.21872,
26.3485,4.54012,26.3485,4.54012,22.8308,-1.57663,0.814174,-1.57663,0.814174,64.6235,242.755,242.755,64.6235,204.87,-2.06526,1.09497,1.09497,-2.06526,
0.0122015,0.0174587,0.0174587,0.0122015,0.0296585,3.35247,3.41902,3.41902,3.35247,285.155,34.72,285.155,34.72,253.602,0.36759,1.4157,0.36759,1.4157,
31.3127,3.36342,31.3127,3.36342,32.1869,-0.973366,-1.29294,-0.973366,-1.29294,24.8978,65.1787,65.1787,24.8978,77.0097,-1.07477,1.75291,1.75291,-1.07477,
113.871,32.0614,113.871,32.0614,145.102,0.574397,1.35308,0.574397,1.35308,120.382,96.4256,120.382,96.4256,28.1547,0.564555,-0.464828,0.564555,-0.464828,
3.27624,227.727,227.727,3.27624,230.564,1.33961,-0.158301,-0.158301,1.33961,60.3803,252.006,252.006,60.3803,208.127,-0.732953,-0.247958,-0.247958,-0.732953,
0.0051893,0.0280837,0.0280837,0.0051893,0.0332711,2.54482,2.69643,2.69643,2.54482,172.493,23.186,172.493,23.186,154.61,1.23558,0.136157,1.23558,0.136157,
134.267,79.1533,134.267,79.1533,65.278,1.12832,-1.59408,1.12832,-1.59408,139.978,76.7647,139.978,76.7647,76.8957,1.12942,-1.68808,1.12942,-1.68808,
0.0844104,0.0159779,0.0844104,0.0159779,0.0962887,-0.452293,4.10651,-0.452293,4.10651,86.791,135.978,135.978,86.791,200.129,-1.3156,-0.00618726,-0.00618726,-1.3156,
82.6788,55.5368,82.6788,55.5368,33.9236,-0.531346,-0.113881,-0.531346,-0.113881,62.401,246.011,246.011,62.401,187.526,-0.785927,-0.649209,-0.649209,-0.785927,
0.265311,0.574485,0.574485,0.265311,0.838749,1.26811,1.20524,1.20524,1.26811,58.2495,63.145,63.145,58.2495,6.10037,2.11817,-1.43805,-1.43805,2.11817,
0.254188,0.0265441,0.254188,0.0265441,0.280709,-0.129041,-0.200174,-0.129041,-0.200174,114.669,51.7211,114.669,51.7211,65.4285,-0.734966,0.430309,-0.734966,0.430309,
66.1575,0.0667374,66.1575,0.0667374,66.0918,0.305857,2.44336,0.305857,2.44336,218.725,63.6603,218.725,63.6603,244.475,-0.0524879,-1.24047,-0.0524879,-1.24047,
0.0855869,0.782739,0.782739,0.0855869,0.698028,4.69318,3.97714,3.97714,4.69318,40.0138,428.211,428.211,40.0138,401.658,-0.0341495,-0.569902,-0.569902,-0.0341495,
125.217,0.134967,125.217,0.134967,125.263,-0.573483,1.71022,-0.573483,1.71022,169.515,51.1826,169.515,51.1826,132.1,1.04,-1.04555,1.04,-1.04555,
40.3716,40.487,40.487,40.3716,10.0532,-1.73656,2.12418,2.12418,-1.73656,34.7825,41.0985,41.0985,34.7825,9.17616,-1.8821,2.14419,2.14419,-1.8821,
14.0687,9.43477,14.0687,9.43477,4.63608,-1.33606,0.459456,-1.33606,0.459456,157.525,167.509,167.509,157.525,75.0323,-0.867606,0.143665,0.143665,-0.867606,
0.0456206,0.686859,0.686859,0.0456206,0.732474,4.98976,4.99697,4.99697,4.98976,54.7831,143.228,143.228,54.7831,145.32,-1.25565,1.85226,1.85226,-1.25565,
5.43409,0.233741,5.43409,0.233741,5.20249,-1.11246,2.6711,-1.11246,2.6711,127.461,29.3807,127.461,29.3807,100.392,1.24296,-2.31298,1.24296,-2.31298,
5.13112,10.6097,10.6097,5.13112,14.718,-0.375098,-0.685203,-0.685203,-0.375098,624.012,35.2002,624.012,35.2002,642.959,-0.835472,-1.26802,-0.835472,-1.26802,
6.69307,14.7677,14.7677,6.69307,21.4501,0.853647,0.937772,0.937772,0.853647,164.556,129.286,164.556,129.286,93.4255,-0.570194,1.14541,-0.570194,1.14541,
453.01,202.912,453.01,202.912,255.952,0.583407,0.674019,0.583407,0.674019,460.664,209.668,460.664,209.668,258.197,0.578147,0.680374,0.578147,0.680374,
39.603,302.1,302.1,39.603,337.484,1.11542,1.14404,1.14404,1.11542,88.8865,305.401,305.401,88.8865,216.576,-1.26445,1.15747,1.15747,-1.26445,
0.252627,3.83254,3.83254,0.252627,3.78629,1.44756,1.26665,1.26665,1.44756,29.8497,195.185,195.185,29.8497,180.366,-0.316904,0.602865,0.602865,-0.316904,
0.0787575,36.6017,36.6017,0.0787575,36.5926,4.33213,-1.64156,-1.64156,4.33213,151.959,442.882,442.882,151.959,316.47,-1.50593,0.761756,0.761756,-1.50593,
117.355,292.672,292.672,117.355,182.443,-1.59307,1.40549,1.40549,-1.59307,127.68,297.9,297.9,127.68,174.704,-1.51278,1.40743,1.40743,-1.51278,
62.9051,1.00536,62.9051,1.00536,63.8931,0.518323,0.172251,0.518323,0.172251,472.202,131.609,472.202,131.609,402.825,0.424948,-0.38858,0.424948,-0.38858,
0.187122,0.111285,0.187122,0.111285,0.286549,-3.00044,-2.78725,-3.00044,-2.78725,293.932,396.229,396.229,293.932,131.676,0.348402,-1.9916,-1.9916,0.348402,
2.84958,0.110295,2.84958,0.110295,2.93683,-1.7008,2.96809,-1.7008,2.96809,24.0417,172.03,172.03,24.0417,164.422,1.15628,-1.78898,-1.78898,1.15628,
1.04113,0.0713041,1.04113,0.0713041,1.11239,2.18313,2.18337,2.18313,2.18337,277.98,29.989,277.98,29.989,253.616,0.903914,-0.47351,0.903914,-0.47351,
0.022731,94.4854,94.4854,0.022731,94.472,-1.88107,0.386271,0.386271,-1.88107,78.8659,136.273,136.273,78.8659,214.753,1.41704,-0.225272,-0.225272,1.41704,
1.91611,13.4942,13.4942,1.91611,11.7691,0.719395,-1.92742,-1.92742,0.719395,36.9023,49.1884,49.1884,36.9023,30.9409,0.287952,-1.20698,-1.20698,0.287952,
0.112364,0.0647327,0.112364,0.0647327,0.177096,4.33408,4.2945,4.33408,4.2945,32.4594,64.0836,64.0836,32.4594,80.1279,2.46593,-1.58895,-1.58895,2.46593,
0.122888,0.0240859,0.122888,0.0240859,0.146838,3.55423,3.48889,3.55423,3.48889,304.51,43.1492,304.51,43.1492,265.487,-0.129663,0.463154,-0.129663,0.463154,
7.31029,65.9511,65.9511,7.31029,58.6875,-0.100521,0.960621,0.960621,-0.100521,65.9283,51.4872,65.9283,51.4872,71.8805,-0.196285,0.732414,-0.196285,0.732414,
11.2269,121.372,121.372,11.2269,132.597,1.0216,1.01545,1.01545,1.0216,165.463,61.8648,165.463,61.8648,128.743,1.22472,-1.89067,1.22472,-1.89067,
2.14515,5.92748,5.92748,2.14515,7.96134,-0.306535,-0.448427,-0.448427,-0.306535,122.299,61.3613,122.299,61.3613,62.4098,1.28846,-0.757925,1.28846,-0.757925,
22.3845,27.0232,27.0232,22.3845,49.4072,-1.78095,-1.73271,-1.73271,-1.78095,49.8181,274.726,274.726,49.8181,231.992,0.00470365,-1.60395,-1.60395,0.00470365,
188.815,171.026,188.815,171.026,46.6048,1.20197,-2.12493,1.20197,-2.12493,189.236,177.35,189.236,177.35,63.1599,1.19559,-2.09242,1.19559,-2.09242,
4.27975,0.00897577,4.27975,0.00897577,4.27959,-2.39686,-1.13531,-2.39686,-1.13531,56.6193,166.459,166.459,56.6193,193.662,-0.867481,-1.65536,-1.65536,-0.867481,
0.195322,0.00927066,0.195322,0.00927066,0.204424,2.75345,3.11481,2.75345,3.11481,190.936,36.4616,190.936,36.4616,163.985,-0.720116,-1.65694,-0.720116,-1.65694,
2.40031,6.76588,6.76588,2.40031,8.72449,1.22139,0.996062,0.996062,1.22139,57.5899,197.764,197.764,57.5899,152.214,-0.97073,1.06302,1.06302,-0.97073,
0.319784,8.74773,8.74773,0.319784,8.67533,0.577762,-1.34861,-1.34861,0.577762,57.1332,117.001,117.001,57.1332,88.5551,-1.00743,-1.32765,-1.32765,-1.00743,
2.3589,3.19631,3.19631,2.3589,5.55521,1.94288,1.94299,1.94299,1.94288,42.2785,28.6279,42.2785,28.6279,38.3529,0.861337,-1.56356,0.861337,-1.56356,
0.455679,0.287383,0.455679,0.287383,0.743036,-1.87965,-1.8846,-1.87965,-1.8846,92.0226,342.349,342.349,92.0226,251.92,-1.3965,0.506986,0.506986,-1.3965,
0.00396857,0.101605,0.101605,0.00396857,0.10557,-2.47595,-2.66652,-2.66652,-2.47595,63.5164,301.199,301.199,63.5164,338.439,-1.52107,0.521413,0.521413,-1.52107,
0.113893,0.11559,0.11559,0.113893,0.229482,-1.36854,-1.34087,-1.34087,-1.36854,134.79,130.468,134.79,130.468,34.5948,1.88869,-2.06866,1.88869,-2.06866,
0.235298,1.2406,1.2406,0.235298,1.35062,1.41784,-1.78804,-1.78804,1.41784,62.2264,149.205,149.205,62.2264,90.442,1.61698,-1.41181,-1.41181,1.61698,
0.692275,1.17478,1.17478,0.692275,1.78059,7.21163,5.45322,5.45322,7.21163,380.668,35.4818,380.668,35.4818,372.862,-0.638645,0.0861878,-0.638645,0.0861878,
17.3178,0.138269,17.3178,0.138269,17.4434,-0.169922,5.89201,-0.169922,5.89201,116.953,114.11,116.953,114.11,19.9036,0.423393,1.41776,0.423393,1.41776,
12.3001,111.742,111.742,12.3001,123.755,-0.987576,-0.316498,-0.316498,-0.987576,20.5185,103.233,103.233,20.5185,98.3252,2.42329,-0.382537,-0.382537,2.42329,
12.9225,21.3838,21.3838,12.9225,19.7498,-1.81025,1.17025,1.17025,-1.81025,82.7611,44.7951,82.7611,44.7951,64.7897,-1.31992,0.426993,-1.31992,0.426993,
19.1767,0.0786452,19.1767,0.0786452,19.2388,1.68714,0.638786,1.68714,0.638786,155.054,178.115,178.115,155.054,39.7092,-1.2295,0.890704,0.890704,-1.2295,
5.80208,1.72271,5.80208,1.72271,7.43053,0.400295,-3.23724,0.400295,-3.23724,81.2933,165.916,165.916,81.2933,92.8684,0.687236,-2.00572,-2.00572,0.687236,
0.0231941,0.2346,0.2346,0.0231941,0.256447,4.47632,4.31901,4.31901,4.47632,213.193,76.2483,213.193,76.2483,140.133,0.387031,-0.889837,0.387031,-0.889837,
16.2999,2.38676,16.2999,2.38676,18.6701,2.66345,2.54242,2.66345,2.54242,65.2554,106.615,106.615,65.2554,47.8838,-0.790544,2.26299,2.26299,-0.790544,
1.08255,5.89095,5.89095,1.08255,6.97213,-0.507861,-1.81754,-1.81754,-0.507861,141.445,121.413,141.445,121.413,21.3075,-0.730719,0.506627,-0.730719,0.506627,
1.28788,1.91614,1.91614,1.28788,2.82262,-1.27932,-0.487446,-0.487446,-1.27932,23.151,276.523,276.523,23.151,261.133,1.02916,-1.26856,-1.26856,1.02916,
0.0269506,23.3498,23.3498,0.0269506,23.3323,2.37877,-1.44971,-1.44971,2.37877,83.5047,400.3,400.3,83.5047,333.934,-0.161523,0.499676,0.499676,-0.161523,
0.127412,0.188226,0.188226,0.127412,0.315568,-1.29148,-1.40635,-1.40635,-1.29148,69.6574,241.715,241.715,69.6574,305.669,1.6299,-1.13585,-1.13585,1.6299,
14.7202,0.068211,14.7202,0.068211,14.6647,-2.16242,4.46479,-2.16242,4.46479,45.3804,185.791,185.791,45.3804,201.66,-1.58014,0.37003,0.37003,-1.58014,
0.00906032,0.0193566,0.0193566,0.00906032,0.0266389,-2.65704,-2.10738,-2.10738,-2.65704,58.0784,29.5148,58.0784,29.5148,55.5823,1.06721,0.722611,1.06721,0.722611,
0.0106787,0.150936,0.150936,0.0106787,0.161062,-4.94929,-4.7307,-4.7307,-4.94929,125.772,33.1637,125.772,33.1637,111.217,1.74965,-0.446175,1.74965,-0.446175,
0.145986,0.673456,0.673456,0.145986,0.81856,2.37395,2.25262,2.25262,2.37395,87.7818,55.5071,87.7818,55.5071,44.8361,-1.9777,0.915334,-1.9777,0.915334,
0.187191,0.307697,0.307697,0.187191,0.494773,0.112746,0.0221079,0.0221079,0.112746,185.888,213.662,213.662,185.888,33.4061,-2.1776,0.0525721,0.0525721,-2.1776,
58.9981,174.297,174.297,58.9981,128.878,-2.42731,1.61166,1.61166,-2.42731,92.1322,181.987,181.987,92.1322,108.551,-1.95594,1.62568,1.62568,-1.95594,
0.00557089,3.70969,3.70969,0.00557089,3.7065,0.00353358,-1.1846,-1.1846,0.00353358,86.0965,567.184,567.184,86.0965,487.547,-1.53428,0.277419,0.277419,-1.53428,
